0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	1
14	1
15	10
16	13
17	8
18	14
19	15
20	16
21	17
22	18
23	16
24	19
25	16
26	0
27	20
28	21
29	22
30	2
31	6
32	23
33	24
34	25
35	26
36	27
37	27
38	6
39	17
40	28
41	29
42	30
43	31
44	32
45	33
46	12
47	11
48	34
49	11
50	35
51	36
52	37
53	27
54	38
55	39
56	40
57	41
58	5
59	25
60	42
61	43
62	44
63	9
64	13
65	11
66	3
67	45
68	46
69	47
70	48
71	15
72	49
73	50
74	51
75	52
76	53
77	54
78	45
79	47
80	47
81	55
82	56
83	57
84	58
85	59
86	20
87	60
88	61
89	62
90	63
91	43
92	42
93	64
94	65
95	66
96	3
97	3
98	67
99	16
100	49
101	68
102	69
103	70
104	71
105	72
106	73
107	74
108	75
109	76
110	77
111	27
112	27
113	78
114	9
115	36
116	21
117	70
118	24
119	61
120	3
121	79
122	80
123	81
124	44
125	82
126	44
127	76
128	83
129	84
130	85
131	86
132	87
133	88
134	24
135	89
136	90
63	9
137	91
138	92
139	93
140	34
141	42
142	94
143	95
144	96
145	97
146	72
147	79
148	98
149	99
150	27
151	15
152	43
153	100
154	61
155	101
156	102
157	103
158	18
159	34
160	6
161	64
162	104
163	49
164	10
165	105
166	106
167	107
168	108
169	109
170	90
171	77
172	110
173	111
174	83
175	112
176	38
177	113
178	114
179	1
180	79
181	115
182	116
183	117
184	70
173	111
185	118
186	38
187	27
188	74
189	119
190	120
191	38
192	121
193	35
194	93
195	122
196	123
197	80
198	124
199	125
200	126
98	67
201	1
202	123
203	70
204	84
205	127
206	11
207	41
208	128
209	112
210	129
211	130
212	131
213	132
214	84
215	42
216	133
217	72
218	134
219	106
220	135
221	115
222	32
223	18
224	97
225	136
226	137
227	138
228	44
229	139
230	140
231	28
232	141
233	141
234	45
235	140
236	141
237	142
238	143
239	133
240	144
241	88
242	121
243	145
244	146
245	147
246	80
247	148
248	149
249	42
250	150
251	52
252	126
253	48
254	46
255	151
256	152
257	153
258	154
259	126
260	80
261	153
262	155
263	81
264	156
265	16
266	157
267	158
268	159
269	104
270	18
271	97
272	160
273	18
274	161
275	27
276	162
277	163
278	18
279	38
280	125
281	30
282	24
283	0
284	158
285	18
286	0
287	164
288	165
289	166
290	167
291	168
292	169
293	170
294	171
295	71
296	172
297	173
144	96
298	174
299	175
300	176
301	103
302	48
303	132
304	129
305	177
306	10
307	178
308	25
309	160
310	179
311	180
312	181
313	182
314	84
315	183
316	115
317	184
318	185
319	54
320	48
321	186
322	187
323	188
324	18
325	189
326	190
327	191
328	192
329	184
330	85
331	16
332	5
333	16
334	16
335	193
336	171
337	194
338	90
339	195
340	196
341	197
342	198
343	61
344	199
345	125
346	15
347	29
348	164
349	25
350	43
351	200
352	127
353	201
354	32
355	48
356	202
357	201
358	68
359	130
360	128
361	203
362	169
363	204
364	11
365	205
366	125
367	38
368	97
369	43
370	129
371	206
372	207
373	155
374	107
375	119
376	164
377	208
378	127
379	125
380	209
381	210
382	211
245	147
383	212
384	84
385	213
386	214
387	155
100	49
388	43
389	83
390	115
391	72
392	150
393	215
394	216
395	217
396	218
397	217
398	25
399	219
400	164
401	219
402	150
403	220
404	221
405	222
406	21
407	130
408	14
409	41
410	223
411	224
412	225
413	226
414	227
415	228
416	229
417	230
418	153
419	231
420	157
421	232
422	148
423	52
424	37
425	68
426	149
427	51
428	233
429	208
430	214
431	234
432	24
433	118
434	64
435	235
436	236
437	102
438	230
439	60
440	205
441	230
442	219
443	48
444	237
445	174
446	133
447	238
448	2
449	205
450	171
451	239
452	240
453	241
454	242
455	155
456	243
457	80
458	244
459	105
460	50
461	245
462	246
463	247
464	157
465	248
466	249
467	250
468	216
469	251
470	94
471	183
472	163
473	30
474	252
475	253
476	254
477	24
478	255
479	98
480	65
481	145
482	49
483	256
484	257
485	258
486	14
487	105
488	259
489	83
490	108
491	260
492	190
493	261
494	176
495	215
496	262
497	84
498	220
499	148
500	263
501	25
502	90
503	205
504	264
505	116
506	265
507	266
508	267
509	268
510	269
511	42
512	38
513	79
514	121
515	11
516	203
517	27
518	127
519	230
520	238
521	199
522	270
523	112
524	205
525	38
526	207
527	30
528	271
529	192
530	111
531	272
532	38
533	273
534	274
535	128
536	139
537	275
538	276
539	277
540	278
541	227
542	279
543	280
544	281
545	215
546	282
547	283
548	197
549	93
550	284
551	10
552	208
553	276
554	285
555	278
556	286
557	21
558	166
559	287
560	288
561	2
562	289
563	290
564	199
565	222
566	93
567	291
568	93
569	13
570	29
571	292
572	49
573	293
574	84
575	168
576	38
308	25
577	199
578	294
579	295
580	93
581	215
582	291
583	296
584	273
585	297
586	88
587	24
588	271
589	38
590	298
591	0
592	78
593	299
594	103
595	69
596	222
597	84
598	132
599	300
600	291
601	301
602	238
603	302
604	303
605	130
606	304
607	305
608	306
609	154
610	158
611	307
612	308
613	309
614	199
615	310
616	311
617	188
618	269
619	312
620	313
621	314
622	315
623	306
624	158
625	316
626	18
627	189
628	203
629	229
630	317
631	318
632	38
633	319
634	219
635	174
636	320
637	38
638	44
639	84
210	129
640	321
641	322
642	323
643	166
644	30
645	234
646	324
647	325
648	199
649	133
650	71
651	78
652	36
653	326
654	327
655	328
656	329
657	32
658	330
659	212
660	271
661	215
662	215
663	199
664	331
665	47
666	68
667	32
668	332
669	323
670	333
671	334
672	317
673	335
674	206
675	336
676	177
677	189
678	95
679	38
680	320
681	119
682	337
683	338
684	65
685	339
686	340
687	341
688	168
689	342
690	343
691	10
692	189
693	344
694	290
695	204
696	170
697	68
698	52
699	30
700	171
701	110
702	345
703	287
704	336
705	182
706	272
707	346
708	79
709	347
710	164
711	238
712	348
713	349
714	25
715	126
716	78
717	350
718	158
719	167
720	351
721	89
722	199
723	352
724	150
725	353
726	283
727	93
728	164
729	354
730	234
731	355
732	37
733	356
734	357
735	308
736	133
737	358
738	359
739	360
740	361
741	85
742	362
743	363
744	364
745	273
746	365
747	366
748	200
749	367
750	317
751	368
752	369
753	325
754	370
755	131
756	371
757	294
758	372
759	373
760	374
761	375
762	30
763	176
764	369
765	358
766	376
767	96
768	350
769	295
770	343
771	98
772	377
773	378
774	215
17	8
775	51
776	208
777	379
778	380
779	381
780	382
781	383
782	354
783	384
784	84
785	385
786	335
787	386
788	387
789	30
790	388
791	389
792	390
793	391
794	325
795	46
796	196
797	355
798	392
799	298
800	157
801	346
802	80
803	215
804	393
805	331
806	394
807	49
808	25
809	395
810	396
811	238
812	397
813	43
814	343
815	189
816	398
817	105
818	51
819	278
820	399
821	400
822	115
823	80
824	179
825	273
826	401
827	164
828	402
829	126
830	276
831	179
832	168
833	188
834	168
835	213
836	43
837	403
838	373
839	196
840	97
841	404
842	68
843	405
844	406
845	248
846	407
847	408
848	409
849	71
850	306
851	410
852	411
853	325
854	225
855	164
856	132
857	412
858	413
859	414
860	415
861	416
862	73
863	297
864	417
865	364
866	327
867	418
868	37
869	402
870	381
871	419
872	295
873	20
874	420
875	224
876	356
877	264
878	280
879	35
880	376
881	421
882	325
883	272
884	422
885	249
886	423
887	38
888	211
889	117
890	424
891	292
892	425
893	426
894	427
895	428
896	48
897	429
898	430
899	306
900	431
901	432
902	19
903	13
904	433
905	53
906	295
907	313
908	139
909	51
910	166
911	253
912	34
913	150
914	371
915	200
916	434
917	117
918	435
919	125
920	394
921	14
922	436
923	437
924	438
925	295
926	104
927	403
928	439
929	329
930	440
931	441
932	442
933	72
934	443
935	444
936	445
937	427
938	446
939	447
940	448
941	449
942	450
943	239
944	451
945	27
946	452
947	453
948	325
949	18
950	68
951	454
952	455
953	456
954	272
955	457
956	458
957	258
958	427
959	236
960	459
961	460
962	461
963	462
964	422
965	463
966	292
967	445
968	6
969	464
970	403
971	325
972	465
973	105
974	466
975	339
976	467
977	130
978	325
979	177
980	468
981	61
982	469
983	214
984	405
985	391
986	443
987	470
988	471
989	190
990	472
991	473
992	474
993	475
994	58
995	52
996	164
997	409
998	395
999	476
1000	477
1001	201
1002	478
1003	271
1004	479
1005	300
1006	480
1007	199
1008	481
1009	150
1010	38
1011	96
1012	136
1013	119
1014	68
1015	482
1016	362
1017	218
1018	277
1019	385
1020	140
1021	369
1022	419
1023	140
1024	483
1025	150
1026	201
1027	484
1028	485
1029	130
1030	486
1031	487
1032	488
1033	489
1034	490
1035	491
1036	441
1037	3
1038	297
1039	404
1040	103
1041	51
1042	492
1043	493
1044	355
1045	483
1046	494
1047	371
1048	246
1049	292
1050	210
1051	132
1052	339
1053	119
1054	274
